Order ID,Customer ID,Customer Name,Product,Category,Size,Location,Region,Total Sale,Quantity,Payment Method,Payment Confirmation,Date,Process Timestamp,Status,Customer Type,Order Source,Discount Applied,Discount Amount,Shipping Cost,Tax,Delivery Time (days),Employee Assigned,Warranty Period (days),Return Requested,Review Score,Feedback,Raw Materials Used,Raw Materials Cost (INR)
ORD1107,8804,Neha,Clay Brick,Residential,Large,Bangalore,South,15790,1663,Card,Yes,2023-07-13,2023-07-13 19:49:00,In Progress,New,Website,Yes,4550,2424,949,9,Agent B,71,No,1,Good,"Water, Gravel, Fly Ash, Admixture",2940
ORD1108,1109,Arjun,Cement Brick,Commercial,Medium,Chennai,South,37840,923,Online,Yes,2023-12-09,2023-12-09 03:09:00,In Progress,Returning,App,No,0,1458,5249,9,Agent A,155,Yes,2,Good,"Fly Ash, Gravel, Sand, Admixture",1180
ORD1109,6420,Pooja,Fly Ash Brick,Industrial,Medium,Delhi,North,65983,693,Card,No,2023-07-18,2023-07-18 18:14:00,Pending,Returning,App,Yes,4070,1386,8333,7,Agent A,171,Yes,2,Very Poor,"Admixture, Water",530
ORD1110,6021,Anita,Clay Brick,Commercial,Large,Delhi,North,67849,1842,Cash,Yes,2023-06-05,2023-06-05 01:49:00,In Progress,New,App,Yes,1206,2261,8303,10,Agent A,314,No,2,Excellent,"Gravel, Admixture, Cement",3560
ORD1111,9175,Sanjay,Concrete Brick,Residential,Large,Chennai,South,44920,1419,Cash,No,2023-11-22,2023-11-22 09:20:00,In Progress,New,Walk-in,No,0,2074,4827,4,Agent D,47,No,2,Good,"Sand, Gravel, Water",310
ORD1112,5318,Karan,Cement Brick,Commercial,Small,Chennai,South,27880,1899,Card,Yes,2023-09-21,2023-09-21 06:28:00,Completed,Returning,Phone,No,0,698,2927,2,Agent B,160,No,3,Very Poor,"Fly Ash, Admixture, Water",2050
ORD1113,5190,Riya,Clay Brick,Commercial,Medium,Chennai,South,35919,1991,Card,No,2023-03-13,2023-03-13 20:02:00,Completed,New,App,Yes,2629,764,4255,5,Agent A,155,Yes,5,Poor,"Admixture, Sand, Gravel, Cement",3980
ORD1114,3295,Arjun,Clay Brick,Commercial,Small,Mumbai,West,19764,657,Online,No,2023-07-20,2023-07-20 00:07:00,Pending,New,Website,No,0,2866,1389,8,Agent A,243,Yes,1,Average,"Gravel, Sand, Water",240
ORD1115,1728,Arjun,Fly Ash Brick,Industrial,Medium,Bangalore,South,35776,822,Cash,Yes,2023-12-08,2023-12-08 06:20:00,In Progress,Returning,Phone,Yes,1631,1844,4739,4,Agent C,213,Yes,2,Excellent,"Fly Ash, Water, Admixture",3110
ORD1116,8037,Arjun,Fly Ash Brick,Residential,Large,Mumbai,West,65511,1926,Cash,Yes,2023-04-12,2023-04-12 18:15:00,In Progress,New,Website,Yes,1650,1412,5764,10,Agent A,179,Yes,5,Poor,"Gravel, Cement",1640
ORD1117,1460,Neha,Clay Brick,Industrial,Medium,Bangalore,South,68188,990,Cash,Yes,2023-08-08,2023-08-08 08:10:00,Completed,New,Website,Yes,3182,1000,4438,4,Agent C,136,No,3,Very Poor,"Admixture, Sand",620
ORD1118,1375,Arjun,Clay Brick,Residential,Medium,Chennai,South,31295,896,Cash,No,2023-01-30,2023-01-30 05:29:00,In Progress,Returning,Website,No,0,2941,1758,2,Agent B,356,Yes,5,Poor,"Water, Admixture",2530
ORD1119,2367,Arjun,Clay Brick,Commercial,Medium,Bangalore,South,72145,1599,Online,Yes,2023-12-08,2023-12-08 05:06:00,Completed,New,Walk-in,No,0,2378,8246,10,Agent C,105,Yes,4,Very Poor,"Cement, Admixture, Sand",2960
ORD1120,6197,Karan,Refractory Brick,Industrial,Medium,Chennai,South,59696,1734,Card,Yes,2023-03-12,2023-03-12 20:45:00,Pending,Returning,Phone,No,0,2198,3563,3,Agent A,100,No,4,Good,"Water, Gravel",90
ORD1121,3611,Anita,Fly Ash Brick,Residential,Large,Mumbai,West,18565,1211,Online,No,2023-07-31,2023-07-31 17:29:00,Completed,Returning,App,No,0,2982,2406,9,Agent D,259,No,3,Good,"Cement, Sand, Gravel, Admixture",2560
ORD1122,1670,Karan,Cement Brick,Industrial,Medium,Kolkata,East,41009,1867,Card,Yes,2023-12-15,2023-12-15 22:50:00,Completed,Returning,App,Yes,227,2193,5329,2,Agent C,285,No,5,Very Poor,"Cement, Sand, Admixture, Gravel",4570
ORD1123,5956,Karan,Clay Brick,Industrial,Medium,Bangalore,South,37351,684,Online,Yes,2023-07-04,2023-07-04 13:27:00,Pending,New,Walk-in,Yes,3671,2165,3046,4,Agent B,309,Yes,5,Very Poor,"Water, Sand",150
ORD1124,2075,Anita,Concrete Brick,Commercial,Medium,Bangalore,South,65104,1314,Card,No,2023-02-24,2023-02-24 10:51:00,Pending,New,Phone,No,0,977,3892,1,Agent D,304,No,2,Excellent,"Cement, Fly Ash",1350
ORD1125,6606,Neha,Cement Brick,Industrial,Large,Chennai,South,56275,1651,Cash,No,2023-07-22,2023-07-22 15:34:00,Pending,New,Website,Yes,888,2547,7866,4,Agent D,110,Yes,1,Poor,"Water, Cement",1410
ORD1126,3142,Sanjay,Refractory Brick,Residential,Small,Bangalore,South,21697,1936,Cash,Yes,2023-12-06,2023-12-06 12:44:00,In Progress,Returning,Phone,No,0,1405,2788,1,Agent D,114,Yes,3,Good,"Cement, Admixture",2050
ORD1127,5687,Pooja,Cement Brick,Industrial,Medium,Mumbai,West,59893,1235,Online,No,2023-09-17,2023-09-17 22:46:00,In Progress,Returning,App,No,0,1722,7936,1,Agent C,232,No,4,Good,"Admixture, Water",540
ORD1128,7197,Sanjay,Fly Ash Brick,Commercial,Medium,Mumbai,West,35113,1358,Card,No,2023-05-03,2023-05-03 07:48:00,Completed,New,Walk-in,Yes,3970,1404,2763,7,Agent C,151,No,3,Average,"Cement, Water, Gravel",1110
ORD1129,1624,Anita,Fly Ash Brick,Residential,Small,Kolkata,East,23570,1661,Cash,Yes,2023-12-24,2023-12-24 00:04:00,In Progress,New,App,No,0,2637,3036,3,Agent B,162,Yes,1,Excellent,"Water, Cement, Admixture",2890
ORD1130,3421,Riya,Refractory Brick,Industrial,Large,Kolkata,East,70289,1761,Card,No,2023-01-18,2023-01-18 04:37:00,Completed,Returning,Website,No,0,1308,6151,5,Agent B,73,No,5,Excellent,"Fly Ash, Gravel, Cement, Water",1010
ORD1131,1049,Pooja,Refractory Brick,Industrial,Medium,Mumbai,West,27343,879,Online,Yes,2023-06-20,2023-06-20 10:28:00,In Progress,New,Phone,Yes,3438,2836,1854,10,Agent D,175,Yes,5,Excellent,"Admixture, Water, Gravel",1370
ORD1132,4168,Karan,Fly Ash Brick,Residential,Small,Delhi,North,41985,1834,Card,No,2023-06-23,2023-06-23 04:36:00,In Progress,New,Phone,No,0,980,5871,9,Agent D,177,No,2,Average,"Fly Ash, Gravel, Water",650
ORD1133,6863,Sanjay,Fly Ash Brick,Commercial,Large,Kolkata,East,23661,1294,Online,No,2023-02-06,2023-02-06 22:49:00,Completed,Returning,App,No,0,1847,3510,3,Agent B,173,No,1,Good,"Sand, Gravel",460
ORD1134,6645,Sanjay,Concrete Brick,Commercial,Small,Bangalore,South,52778,781,Card,Yes,2023-02-07,2023-02-07 10:35:00,In Progress,New,Website,No,0,819,6581,2,Agent A,65,Yes,3,Excellent,"Water, Cement, Gravel, Sand",1700
ORD1135,2692,Anita,Clay Brick,Commercial,Small,Bangalore,South,48318,1586,Cash,Yes,2023-11-16,2023-11-16 00:35:00,Pending,Returning,Phone,Yes,4629,2764,3198,6,Agent B,348,Yes,4,Excellent,"Gravel, Water, Cement",480
ORD1136,1030,Arjun,Fly Ash Brick,Residential,Medium,Chennai,South,71301,521,Cash,No,2023-06-08,2023-06-08 13:06:00,Pending,Returning,Website,Yes,87,2835,5126,6,Agent B,331,Yes,1,Excellent,"Sand, Water",310
ORD1137,3891,Sanjay,Concrete Brick,Residential,Large,Kolkata,East,29185,1360,Online,Yes,2023-11-20,2023-11-20 00:26:00,In Progress,New,Phone,No,0,1682,4001,10,Agent B,128,Yes,3,Poor,"Cement, Sand, Fly Ash",1130
ORD1138,5342,Karan,Refractory Brick,Industrial,Large,Mumbai,West,43415,1949,Online,No,2023-08-03,2023-08-03 16:39:00,Completed,Returning,Walk-in,Yes,4657,728,4418,6,Agent A,84,Yes,5,Average,"Fly Ash, Water, Sand",1150
ORD1139,4645,Neha,Clay Brick,Industrial,Large,Kolkata,East,53650,1244,Card,No,2023-11-30,2023-11-30 05:59:00,Pending,New,App,No,0,2692,6608,7,Agent B,139,Yes,4,Excellent,"Fly Ash, Admixture",3500
ORD1140,7310,Arjun,Fly Ash Brick,Industrial,Small,Bangalore,South,58662,1210,Card,Yes,2023-11-15,2023-11-15 13:05:00,Completed,New,Walk-in,Yes,3617,2243,6422,1,Agent C,274,No,1,Average,"Cement, Fly Ash, Admixture",1250
ORD1141,4983,Neha,Clay Brick,Commercial,Small,Kolkata,East,31157,1164,Cash,No,2023-04-27,2023-04-27 02:53:00,In Progress,Returning,Walk-in,No,0,2737,1778,5,Agent B,258,No,5,Average,"Water, Sand, Admixture",1330
ORD1142,7932,Anita,Fly Ash Brick,Industrial,Small,Delhi,North,59173,634,Cash,No,2023-10-15,2023-10-15 19:35:00,Pending,New,Phone,No,0,2356,7108,2,Agent C,323,No,2,Average,"Gravel, Water, Fly Ash, Admixture",2050
ORD1143,3910,Sanjay,Concrete Brick,Commercial,Large,Chennai,South,25889,1986,Card,Yes,2023-06-30,2023-06-30 06:31:00,Pending,New,Walk-in,No,0,1350,3405,6,Agent B,318,Yes,2,Average,"Sand, Admixture",1680
ORD1144,5702,Arjun,Concrete Brick,Residential,Small,Bangalore,South,75066,1907,Cash,No,2023-02-05,2023-02-05 05:19:00,In Progress,New,App,Yes,669,2288,4655,3,Agent B,114,Yes,4,Average,"Water, Fly Ash, Cement",2000
ORD1145,7509,Neha,Refractory Brick,Commercial,Large,Bangalore,South,52087,968,Card,No,2023-02-20,2023-02-20 19:20:00,Pending,Returning,Phone,No,0,1618,7012,7,Agent D,304,Yes,2,Poor,"Water, Fly Ash",820
ORD1146,9315,Pooja,Fly Ash Brick,Commercial,Medium,Delhi,North,23314,840,Cash,Yes,2023-07-24,2023-07-24 14:21:00,In Progress,New,Website,No,0,2120,2264,3,Agent C,246,No,2,Excellent,"Gravel, Cement, Admixture, Water",3450
ORD1147,5238,Pooja,Fly Ash Brick,Industrial,Small,Delhi,North,28422,1359,Card,Yes,2023-01-15,2023-01-15 23:27:00,Pending,New,App,No,0,1641,3190,2,Agent C,77,No,1,Good,"Water, Gravel, Cement, Sand",760
ORD1148,5733,Karan,Concrete Brick,Industrial,Medium,Mumbai,West,47988,1291,Online,No,2023-06-30,2023-06-30 03:45:00,Completed,New,App,Yes,4229,2847,4396,2,Agent D,180,No,4,Good,"Fly Ash, Gravel, Sand",1460
ORD1149,1698,Neha,Concrete Brick,Industrial,Medium,Mumbai,West,26796,561,Cash,No,2023-09-01,2023-09-01 16:55:00,In Progress,New,Walk-in,Yes,863,1207,3956,10,Agent B,283,No,4,Very Poor,"Cement, Fly Ash, Water, Gravel",1570
ORD1150,7377,Pooja,Clay Brick,Industrial,Small,Delhi,North,25106,1997,Online,No,2023-04-25,2023-04-25 08:47:00,In Progress,Returning,Walk-in,No,0,2150,3307,8,Agent A,116,Yes,4,Poor,"Fly Ash, Gravel",1320
ORD1151,3171,Karan,Concrete Brick,Industrial,Small,Kolkata,East,43858,1789,Online,Yes,2023-09-04,2023-09-04 14:43:00,In Progress,Returning,Walk-in,Yes,2372,2168,5696,9,Agent A,148,Yes,3,Good,"Gravel, Sand",300
ORD1152,7109,Sanjay,Cement Brick,Commercial,Large,Kolkata,East,53012,1342,Card,No,2023-04-23,2023-04-23 20:05:00,Completed,Returning,App,Yes,1226,2939,6404,9,Agent C,292,Yes,1,Very Poor,"Sand, Cement, Fly Ash",2470
ORD1153,7536,Riya,Clay Brick,Commercial,Small,Mumbai,West,20915,1259,Online,Yes,2023-05-02,2023-05-02 11:38:00,Completed,New,App,Yes,3334,2126,2604,2,Agent D,218,No,4,Excellent,"Sand, Cement, Water",1960
ORD1154,5908,Pooja,Fly Ash Brick,Residential,Medium,Chennai,South,51300,1606,Card,No,2023-01-14,2023-01-14 21:00:00,Completed,New,Phone,Yes,720,623,3122,10,Agent C,189,Yes,4,Average,"Water, Cement, Sand",890
ORD1155,8054,Riya,Clay Brick,Commercial,Large,Kolkata,East,36176,1239,Card,Yes,2023-12-04,2023-12-04 22:04:00,Completed,Returning,App,No,0,944,2058,1,Agent B,333,No,4,Average,"Fly Ash, Admixture, Water, Gravel",2570
ORD1156,7558,Arjun,Concrete Brick,Residential,Large,Mumbai,West,65515,1006,Card,No,2023-11-20,2023-11-20 23:20:00,In Progress,New,App,No,0,917,6336,6,Agent B,218,Yes,2,Average,"Sand, Water, Admixture, Cement",1280
ORD1157,4811,Karan,Concrete Brick,Commercial,Large,Mumbai,West,65714,1465,Cash,No,2023-10-28,2023-10-28 01:48:00,Completed,New,Walk-in,No,0,1589,7382,4,Agent D,313,Yes,4,Poor,"Fly Ash, Sand",1300
ORD1158,9024,Arjun,Concrete Brick,Commercial,Large,Chennai,South,32164,574,Cash,Yes,2023-08-15,2023-08-15 09:55:00,In Progress,New,Walk-in,Yes,4696,777,4120,5,Agent D,289,No,4,Good,"Admixture, Water",2020
ORD1159,3818,Vikram,Concrete Brick,Residential,Large,Delhi,North,52895,746,Card,Yes,2023-01-27,2023-01-27 12:40:00,Completed,Returning,Phone,Yes,1914,2911,3224,9,Agent C,72,Yes,5,Poor,"Admixture, Sand, Water",1270
ORD1160,4049,Sanjay,Clay Brick,Industrial,Large,Chennai,South,57769,721,Cash,Yes,2023-02-15,2023-02-15 16:51:00,Pending,Returning,Website,Yes,1992,1264,7587,10,Agent A,241,Yes,1,Average,"Sand, Water, Admixture, Fly Ash",2920
ORD1161,7644,Sanjay,Refractory Brick,Industrial,Large,Bangalore,South,51411,532,Card,Yes,2023-03-14,2023-03-14 21:06:00,In Progress,Returning,App,Yes,2856,1101,4440,3,Agent D,245,No,3,Very Poor,"Cement, Admixture, Gravel, Water",3150
ORD1162,6303,Neha,Fly Ash Brick,Residential,Large,Kolkata,East,38333,1709,Card,Yes,2023-05-18,2023-05-18 17:43:00,In Progress,New,Website,No,0,1618,2909,1,Agent A,235,No,3,Average,"Fly Ash, Cement",2550
ORD1163,1214,Anita,Cement Brick,Industrial,Medium,Chennai,South,17921,744,Online,Yes,2023-04-24,2023-04-24 22:44:00,Pending,New,Walk-in,Yes,1234,2868,1749,10,Agent C,112,No,5,Excellent,"Gravel, Water",130
ORD1164,8902,Neha,Fly Ash Brick,Residential,Small,Kolkata,East,27230,743,Online,No,2023-02-23,2023-02-23 21:48:00,In Progress,New,Walk-in,No,0,1761,2995,9,Agent B,135,No,5,Very Poor,"Admixture, Sand, Fly Ash, Cement",2400
ORD1165,4175,Karan,Cement Brick,Residential,Small,Bangalore,South,67607,831,Card,No,2023-08-24,2023-08-24 23:49:00,Pending,New,App,Yes,1374,2695,9120,8,Agent C,164,Yes,4,Good,"Fly Ash, Admixture, Gravel",3820
ORD1166,6204,Anita,Refractory Brick,Residential,Medium,Kolkata,East,35819,1571,Online,Yes,2023-06-06,2023-06-06 21:47:00,Pending,Returning,Website,Yes,3359,1915,2661,3,Agent D,251,Yes,3,Excellent,"Fly Ash, Water",230
ORD1167,5552,Vikram,Cement Brick,Commercial,Large,Delhi,North,23597,503,Card,No,2023-03-27,2023-03-27 21:14:00,Pending,Returning,Phone,Yes,3731,826,1538,8,Agent D,360,No,2,Poor,"Fly Ash, Cement",950
ORD1168,9037,Anita,Fly Ash Brick,Residential,Small,Delhi,North,18159,1732,Cash,No,2023-01-24,2023-01-24 06:33:00,In Progress,New,Phone,Yes,1852,2255,1437,7,Agent A,329,Yes,4,Poor,"Gravel, Cement, Water",2040
ORD1169,6440,Sanjay,Refractory Brick,Residential,Medium,Bangalore,South,64913,762,Online,Yes,2023-12-09,2023-12-09 15:13:00,In Progress,Returning,App,Yes,1615,504,5535,4,Agent C,296,Yes,5,Good,"Admixture, Fly Ash",2700
ORD1170,8180,Arjun,Cement Brick,Commercial,Medium,Kolkata,East,33512,880,Cash,Yes,2023-10-12,2023-10-12 14:20:00,In Progress,New,Phone,No,0,554,4268,6,Agent A,151,Yes,1,Average,"Water, Cement, Admixture, Sand",2910
ORD1171,6997,Riya,Concrete Brick,Residential,Medium,Delhi,North,62243,1480,Cash,Yes,2023-10-11,2023-10-11 23:03:00,In Progress,Returning,Walk-in,Yes,3921,764,6901,5,Agent B,236,Yes,3,Good,"Sand, Admixture, Water",2760
ORD1172,3368,Anita,Concrete Brick,Industrial,Small,Mumbai,West,20487,509,Card,No,2023-06-12,2023-06-12 15:35:00,In Progress,Returning,Walk-in,Yes,3506,2362,2208,3,Agent C,328,Yes,1,Very Poor,"Admixture, Cement, Gravel",3220
ORD1173,2589,Sanjay,Concrete Brick,Residential,Small,Mumbai,West,71303,1955,Online,No,2023-11-06,2023-11-06 16:03:00,Completed,Returning,Walk-in,Yes,1246,1038,5887,1,Agent C,82,Yes,2,Poor,"Sand, Water, Cement",1020
ORD1174,8778,Anita,Fly Ash Brick,Commercial,Small,Kolkata,East,42913,1336,Online,Yes,2023-03-27,2023-03-27 16:14:00,In Progress,New,App,Yes,4297,2034,4489,1,Agent B,42,Yes,4,Excellent,"Admixture, Water",540
ORD1175,7471,Riya,Cement Brick,Industrial,Medium,Delhi,North,41818,732,Online,Yes,2023-04-17,2023-04-17 13:21:00,Completed,New,Phone,Yes,1114,2871,2915,9,Agent D,316,Yes,1,Excellent,"Water, Sand, Gravel",340
ORD1176,1725,Pooja,Fly Ash Brick,Industrial,Small,Chennai,South,67912,1314,Card,No,2023-03-30,2023-03-30 18:16:00,In Progress,Returning,Website,No,0,2440,3869,2,Agent B,147,No,5,Average,"Fly Ash, Sand, Cement, Admixture",3500
ORD1177,7507,Anita,Refractory Brick,Industrial,Medium,Mumbai,West,26337,1802,Online,Yes,2023-09-27,2023-09-27 00:39:00,In Progress,Returning,Website,No,0,701,1401,3,Agent B,264,No,5,Very Poor,"Sand, Admixture, Fly Ash",2660
ORD1178,9309,Anita,Refractory Brick,Commercial,Large,Kolkata,East,21556,716,Cash,Yes,2023-04-21,2023-04-21 17:19:00,Completed,New,Website,Yes,1766,2351,2898,3,Agent B,242,Yes,2,Good,"Sand, Fly Ash, Admixture",1380
ORD1179,5616,Pooja,Concrete Brick,Industrial,Medium,Chennai,South,70255,880,Online,Yes,2023-07-16,2023-07-16 23:21:00,In Progress,New,Website,No,0,842,6803,9,Agent B,110,No,5,Average,"Cement, Admixture, Water, Sand",2840
ORD1180,4627,Pooja,Cement Brick,Industrial,Medium,Bangalore,South,16568,1522,Card,No,2023-07-17,2023-07-17 06:46:00,Pending,New,App,No,0,1238,1078,2,Agent C,250,Yes,4,Poor,"Sand, Water",130
ORD1181,6330,Anita,Concrete Brick,Industrial,Large,Delhi,North,52801,932,Cash,No,2023-07-14,2023-07-14 10:15:00,Pending,New,Phone,Yes,804,805,3516,2,Agent C,303,Yes,2,Good,"Gravel, Water",110
ORD1182,2177,Arjun,Clay Brick,Commercial,Small,Mumbai,West,76573,890,Card,Yes,2023-03-04,2023-03-04 22:47:00,In Progress,Returning,Walk-in,No,0,2070,4688,7,Agent D,128,No,3,Good,"Fly Ash, Gravel, Admixture, Sand",3260
ORD1183,1038,Neha,Clay Brick,Residential,Medium,Chennai,South,27848,670,Online,Yes,2023-04-26,2023-04-26 11:19:00,Completed,New,Walk-in,No,0,2653,1903,2,Agent A,32,No,3,Poor,"Sand, Gravel, Fly Ash, Admixture",3600
ORD1184,6775,Anita,Concrete Brick,Commercial,Medium,Delhi,North,26083,1586,Online,Yes,2023-06-01,2023-06-01 11:26:00,Pending,Returning,Phone,Yes,75,1315,2435,1,Agent A,268,No,3,Excellent,"Sand, Admixture, Cement, Water",2680
ORD1185,6564,Karan,Refractory Brick,Commercial,Large,Chennai,South,60525,1325,Cash,No,2023-09-24,2023-09-24 01:15:00,In Progress,Returning,Phone,No,0,2334,6056,7,Agent C,130,Yes,5,Average,"Admixture, Fly Ash",1700
ORD1186,8564,Sanjay,Concrete Brick,Industrial,Large,Bangalore,South,63516,1364,Card,No,2023-11-22,2023-11-22 20:06:00,Completed,New,App,No,0,1200,8313,3,Agent A,365,Yes,2,Very Poor,"Water, Admixture",540
ORD1187,1758,Riya,Cement Brick,Industrial,Medium,Delhi,North,17498,1688,Online,Yes,2023-04-21,2023-04-21 10:45:00,Completed,Returning,Phone,Yes,1238,2964,1764,2,Agent C,100,Yes,1,Excellent,"Cement, Gravel, Fly Ash",2710
ORD1188,1660,Riya,Refractory Brick,Industrial,Small,Bangalore,South,57797,513,Cash,No,2023-05-04,2023-05-04 14:20:00,In Progress,Returning,Walk-in,Yes,1806,1057,3768,4,Agent C,170,No,3,Average,"Cement, Fly Ash, Admixture, Sand",2480
ORD1189,6780,Arjun,Fly Ash Brick,Industrial,Large,Kolkata,East,46378,577,Cash,No,2023-09-18,2023-09-18 14:50:00,Completed,New,Website,No,0,1412,2951,6,Agent D,95,Yes,1,Excellent,"Fly Ash, Cement, Gravel, Sand",2400
ORD1190,2437,Pooja,Clay Brick,Industrial,Medium,Chennai,South,44998,1298,Card,Yes,2023-03-14,2023-03-14 08:09:00,Completed,New,Phone,No,0,1645,6059,4,Agent B,129,No,1,Poor,"Cement, Admixture, Fly Ash",3050
ORD1191,5062,Anita,Clay Brick,Residential,Large,Mumbai,West,74375,1749,Online,No,2023-08-06,2023-08-06 16:51:00,Completed,New,Website,Yes,3856,2292,5450,9,Agent B,42,No,4,Good,"Fly Ash, Gravel",560
ORD1192,5052,Arjun,Refractory Brick,Commercial,Small,Kolkata,East,79551,1805,Online,Yes,2023-08-11,2023-08-11 01:29:00,In Progress,Returning,App,Yes,2009,852,8513,5,Agent A,187,Yes,3,Very Poor,"Fly Ash, Water, Sand",1070
ORD1193,6048,Riya,Refractory Brick,Commercial,Medium,Kolkata,East,52788,888,Online,Yes,2023-11-11,2023-11-11 22:03:00,Pending,New,Walk-in,Yes,1824,1898,4150,1,Agent A,365,Yes,4,Very Poor,"Fly Ash, Gravel",1400
ORD1194,4326,Pooja,Clay Brick,Residential,Medium,Kolkata,East,61804,1375,Card,Yes,2023-07-08,2023-07-08 15:06:00,In Progress,New,Walk-in,Yes,2360,1600,3475,6,Agent C,264,Yes,4,Good,"Fly Ash, Cement, Water, Sand",1750
ORD1195,4228,Sanjay,Cement Brick,Commercial,Large,Chennai,South,61893,1059,Cash,No,2023-09-09,2023-09-09 13:56:00,In Progress,Returning,App,No,0,1396,5466,10,Agent A,188,Yes,1,Excellent,"Gravel, Fly Ash",960
ORD1196,6044,Riya,Cement Brick,Residential,Small,Chennai,South,53839,1826,Card,Yes,2023-05-31,2023-05-31 17:22:00,In Progress,New,App,Yes,2139,1712,2850,8,Agent A,292,No,4,Very Poor,"Cement, Admixture, Fly Ash",2250
ORD1197,6976,Vikram,Concrete Brick,Commercial,Medium,Chennai,South,63027,816,Cash,No,2023-02-10,2023-02-10 00:44:00,Completed,Returning,Walk-in,No,0,656,9229,3,Agent B,85,No,1,Poor,"Fly Ash, Gravel, Sand, Admixture",3140
ORD1198,9511,Vikram,Refractory Brick,Commercial,Medium,Bangalore,South,62963,1989,Cash,No,2023-11-12,2023-11-12 15:39:00,In Progress,New,Phone,No,0,512,9402,8,Agent A,157,Yes,1,Excellent,"Sand, Fly Ash, Water, Admixture",2930
ORD1199,4928,Arjun,Cement Brick,Commercial,Medium,Delhi,North,42604,1498,Card,Yes,2023-10-16,2023-10-16 09:26:00,Pending,New,Walk-in,Yes,3839,729,5172,6,Agent B,298,No,2,Very Poor,"Water, Sand",80
ORD1200,7003,Anita,Refractory Brick,Industrial,Small,Kolkata,East,53016,1143,Online,No,2023-05-01,2023-05-01 10:39:00,Completed,New,Walk-in,No,0,1284,3539,5,Agent A,86,Yes,5,Very Poor,"Gravel, Admixture",1740
ORD1201,1245,Anita,Clay Brick,Industrial,Small,Bangalore,South,69338,793,Online,Yes,2023-05-27,2023-05-27 00:53:00,In Progress,New,Phone,No,0,2848,8518,1,Agent B,133,Yes,2,Good,"Sand, Cement, Fly Ash, Water",2210
ORD1202,2625,Neha,Fly Ash Brick,Industrial,Large,Bangalore,South,17880,1841,Card,No,2023-01-24,2023-01-24 12:38:00,Completed,Returning,Phone,Yes,90,560,2135,7,Agent D,363,No,5,Excellent,"Gravel, Admixture, Fly Ash",3220
ORD1203,9339,Karan,Refractory Brick,Industrial,Medium,Kolkata,East,34202,1544,Online,Yes,2023-09-05,2023-09-05 08:02:00,In Progress,Returning,App,No,0,1920,3763,2,Agent B,78,No,1,Very Poor,"Gravel, Water",340
ORD1204,1536,Anita,Cement Brick,Commercial,Large,Delhi,North,28491,1993,Online,No,2023-03-18,2023-03-18 19:05:00,Completed,Returning,Website,No,0,2060,2276,9,Agent B,254,Yes,5,Average,"Water, Admixture",510
ORD1205,2672,Anita,Fly Ash Brick,Industrial,Small,Bangalore,South,34855,868,Card,Yes,2023-06-14,2023-06-14 12:24:00,Pending,Returning,Phone,No,0,2246,4967,6,Agent C,65,No,5,Average,"Cement, Gravel",1370
ORD1206,6526,Anita,Fly Ash Brick,Residential,Large,Chennai,South,33887,1730,Cash,Yes,2023-09-07,2023-09-07 18:41:00,Completed,New,Walk-in,Yes,1461,2710,2729,1,Agent B,176,No,5,Good,"Admixture, Gravel, Sand, Cement",2620
ORD1207,3152,Anita,Refractory Brick,Residential,Medium,Mumbai,West,29038,1376,Card,No,2023-07-16,2023-07-16 15:42:00,Pending,Returning,Phone,No,0,1944,1812,1,Agent C,290,No,3,Excellent,"Cement, Fly Ash, Water",1890
ORD1208,5364,Anita,Refractory Brick,Commercial,Small,Chennai,South,48321,1343,Card,No,2023-01-09,2023-01-09 07:22:00,Completed,Returning,App,Yes,339,623,5408,3,Agent B,337,No,5,Good,"Cement, Water, Admixture",3910
ORD1209,4956,Karan,Clay Brick,Commercial,Large,Delhi,North,43814,746,Online,Yes,2023-02-22,2023-02-22 16:57:00,Completed,Returning,App,No,0,1752,4711,5,Agent D,80,Yes,4,Excellent,"Cement, Gravel, Admixture",2990
ORD1210,2989,Vikram,Cement Brick,Residential,Small,Delhi,North,56728,690,Cash,Yes,2023-06-23,2023-06-23 21:59:00,Completed,New,Phone,Yes,3239,947,8127,5,Agent C,103,No,3,Excellent,"Water, Sand, Cement",450
ORD1211,7143,Anita,Fly Ash Brick,Industrial,Medium,Bangalore,South,35609,784,Online,Yes,2023-03-01,2023-03-01 04:20:00,Completed,New,Walk-in,Yes,4603,1567,3028,1,Agent B,346,Yes,2,Average,"Water, Cement",730
ORD1212,1834,Riya,Clay Brick,Residential,Small,Kolkata,East,74158,1719,Card,No,2023-09-17,2023-09-17 14:44:00,In Progress,New,App,Yes,2078,2885,7348,7,Agent D,318,No,2,Good,"Water, Gravel",290
ORD1213,6450,Pooja,Concrete Brick,Industrial,Large,Delhi,North,22624,1615,Online,Yes,2023-08-05,2023-08-05 13:42:00,Completed,Returning,Walk-in,Yes,2743,846,1206,6,Agent A,255,Yes,4,Very Poor,"Sand, Cement, Water",600
ORD1214,8329,Anita,Refractory Brick,Industrial,Small,Delhi,North,54501,1456,Card,No,2023-08-16,2023-08-16 00:25:00,Pending,Returning,Phone,Yes,65,2820,4358,7,Agent D,149,No,3,Good,"Cement, Admixture, Sand",2970
